area,gender,age,State,Area (sq km),Eligible participants,Participation rate (%),Total participants,Total Paticipants
Newcastle,Female,30-34 years,NSW,171,4988,82.1,4094,4094
Newcastle,Female,35-39 years,NSW,171,4666,81.9,3822,3822
Newcastle,Female,40-44 years,NSW,171,4609,82.3,3794,3794
Newcastle,Female,45-49 years,NSW,171,4863,86.1,4185,4185
Newcastle,Female,50-54 years,NSW,171,4606,87.7,4038,4038
Newcastle,Female,55-59 years,NSW,171,4837,88.4,4274,4274
Newcastle,Female,60-64 years,NSW,171,4213,90.4,3810,3810
Newcastle,Female,65-69 years,NSW,171,3553,91.4,3247,3247
Newcastle,Female,70-74 years,NSW,171,2942,91.1,2680,2680
Newcastle,Female,75-79 years,NSW,171,2130,91.5,1950,1950
Newcastle,Female,80-84 years,NSW,171,1780,89.9,1601,1601
Newcastle,Female,85 years and over,NSW,171,2250,82.1,1847,1847
Newcastle,Female,Total for Gender,NSW,171,58470,85.5,49987,49987
Newcastle,Male,18-19 years,NSW,171,1581,76.5,1210,1210
Newcastle,Male,20-24 years,NSW,171,5789,72.3,4183,4183
Newcastle,Male,25-29 years,NSW,171,5948,74.5,4429,4429
Newcastle,Male,30-34 years,NSW,171,5232,74.5,3896,3896
Newcastle,Male,35-39 years,NSW,171,4741,75.5,3578,3578
Newcastle,Male,40-44 years,NSW,171,4555,76.2,3469,3469
Newcastle,Male,45-49 years,NSW,171,4714,77.9,3671,3671
Newcastle,Male,50-54 years,NSW,171,4405,79.9,3518,3518
Newcastle,Male,55-59 years,NSW,171,4570,83.7,3827,3827
Newcastle,Male,60-64 years,NSW,171,4155,87.3,3626,3626
Newcastle,Male,65-69 years,NSW,171,3417,89.6,3062,3062
Newcastle,Male,70-74 years,NSW,171,2695,91.1,2455,2455
Newcastle,Male,75-79 years,NSW,171,1836,90.4,1660,1660
Newcastle,Male,80-84 years,NSW,171,1232,90.7,1117,1117
Newcastle,Male,85 years and over,NSW,171,1235,85.2,1052,1052
Newcastle,Male,Total for Gender,NSW,171,56105,79.8,44753,44753
North Sydney,Female,18-19 years,NSW,53,1144,89.1,1019,1019
North Sydney,Female,20-24 years,NSW,53,3477,85.5,2973,2973
North Sydney,Female,25-29 years,NSW,53,4589,83.2,3817,3817
North Sydney,Female,30-34 years,NSW,53,5412,81.2,4394,4394
North Sydney,Female,35-39 years,NSW,53,5663,81.4,4607,4607
North Sydney,Female,40-44 years,NSW,53,5335,82.4,4396,4396
North Sydney,Female,45-49 years,NSW,53,5143,85.3,4389,4389
North Sydney,Female,50-54 years,NSW,53,4549,86.2,3919,3919
North Sydney,Female,55-59 years,NSW,53,4300,88.1,3790,3790
North Sydney,Female,60-64 years,NSW,53,3973,89.5,3555,3555
North Sydney,Female,65-69 years,NSW,53,3690,90.4,3335,3335
North Sydney,Female,70-74 years,NSW,53,3030,90.7,2747,2747
North Sydney,Female,75-79 years,NSW,53,2088,90.8,1895,1895
North Sydney,Female,80-84 years,NSW,53,1488,87.1,1296,1296
North Sydney,Female,85 years and over,NSW,53,2102,81.4,1710,1710
North Sydney,Female,Total for Gender,NSW,53,55983,85.5,47842,47842
North Sydney,Male,18-19 years,NSW,53,1175,80,940,940
North Sydney,Male,20-24 years,NSW,53,3473,78.6,2729,2729
North Sydney,Male,25-29 years,NSW,53,4389,76.9,3373,3373
North Sydney,Male,30-34 years,NSW,53,5184,76.3,3955,3955
North Sydney,Male,35-39 years,NSW,53,5492,75.7,4159,4159
North Sydney,Male,40-44 years,NSW,53,5087,78.8,4008,4008
North Sydney,Male,45-49 years,NSW,53,4682,81.8,3829,3829
North Sydney,Male,50-54 years,NSW,53,4253,83.1,3536,3536
North Sydney,Male,55-59 years,NSW,53,3906,85.2,3329,3329
North Sydney,Male,60-64 years,NSW,53,3468,87.7,3041,3041
North Sydney,Male,65-69 years,NSW,53,3230,88.9,2872,2872
North Sydney,Male,70-74 years,NSW,53,2712,91.2,2472,2472
North Sydney,Male,75-79 years,NSW,53,1795,91.1,1635,1635
North Sydney,Male,80-84 years,NSW,53,1125,89.5,1007,1007
North Sydney,Male,85 years and over,NSW,53,1174,84.2,989,989
North Sydney,Male,Total for Gender,NSW,53,51145,81.9,41874,41874
O'Connor,Female,18-19 years,WA,868 576,1211,76.5,927,927
O'Connor,Female,20-24 years,WA,868 576,3196,65.3,2088,2088
O'Connor,Female,25-29 years,WA,868 576,3499,66.5,2328,2328
O'Connor,Female,30-34 years,WA,868 576,3843,68.7,2642,2642
O'Connor,Female,35-39 years,WA,868 576,3852,68.6,2641,2641
O'Connor,Female,40-44 years,WA,868 576,4036,73.4,2961,2961
O'Connor,Female,45-49 years,WA,868 576,4576,76.7,3512,3512
O'Connor,Female,50-54 years,WA,868 576,4621,78.9,3646,3646
O'Connor,Female,55-59 years,WA,868 576,5039,83.3,4199,4199
O'Connor,Female,60-64 years,WA,868 576,4546,86.9,3951,3951
O'Connor,Female,65-69 years,WA,868 576,4030,89.2,3596,3596
O'Connor,Female,70-74 years,WA,868 576,3094,88.2,2728,2728
O'Connor,Female,75-79 years,WA,868 576,2286,87.1,1990,1990
O'Connor,Female,80-84 years,WA,868 576,1518,85.6,1299,1299
O'Connor,Female,85 years and over,WA,868 576,1442,81.4,1174,1174
O'Connor,Female,Total for Gender,WA,868 576,50790,78.1,39682,39682
O'Connor,Male,18-19 years,WA,868 576,1132,71.3,807,807
O'Connor,Male,20-24 years,WA,868 576,3436,56.6,1946,1946
O'Connor,Male,25-29 years,WA,868 576,3590,58.5,2100,2100
O'Connor,Male,30-34 years,WA,868 576,3737,61.4,2294,2294
O'Connor,Male,35-39 years,WA,868 576,3685,61.2,2256,2256
O'Connor,Male,40-44 years,WA,868 576,3975,64.9,2579,2579
O'Connor,Male,45-49 years,WA,868 576,4632,69.5,3219,3219
O'Connor,Male,50-54 years,WA,868 576,4748,73.9,3509,3509
O'Connor,Male,55-59 years,WA,868 576,5077,79.6,4041,4041
O'Connor,Male,60-64 years,WA,868 576,4731,82.9,3923,3923
O'Connor,Male,65-69 years,WA,868 576,4391,86.8,3812,3812
O'Connor,Male,70-74 years,WA,868 576,3367,88.3,2972,2972
O'Connor,Male,75-79 years,WA,868 576,2277,88.1,2005,2005
O'Connor,Male,80-84 years,WA,868 576,1375,85.7,1179,1179
O'Connor,Male,85 years and over,WA,868 576,1039,84.1,874,874
O'Connor,Male,Total for Gender,WA,868 576,51192,73.3,37516,37516
Oxley,Female,18-19 years,Qld,155,1533,79.2,1214,1214
Oxley,Female,20-24 years,Qld,155,4412,72.3,3190,3190
Oxley,Female,25-29 years,Qld,155,4425,72.8,3220,3220
Oxley,Female,30-34 years,Qld,155,4811,72.6,3492,3492
Oxley,Female,35-39 years,Qld,155,4776,73.8,3525,3525
Oxley,Female,40-44 years,Qld,155,4643,75.5,3505,3505
Oxley,Female,45-49 years,Qld,155,4806,77.7,3736,3736
Oxley,Female,50-54 years,Qld,155,4362,80.8,3524,3524
Oxley,Female,55-59 years,Qld,155,4033,82.1,3310,3310
Oxley,Female,60-64 years,Qld,155,3351,84.1,2818,2818
Oxley,Female,65-69 years,Qld,155,2895,86.3,2498,2498
Oxley,Female,70-74 years,Qld,155,2181,87.2,1902,1902
Oxley,Female,75-79 years,Qld,155,1454,85.4,1242,1242
Oxley,Female,80-84 years,Qld,155,1051,85.3,897,897
Oxley,Female,85 years and over,Qld,155,977,77,752,752
Oxley,Female,Total for Gender,Qld,155,49710,78.1,38825,38825
Oxley,Male,18-19 years,Qld,155,1467,71.6,1051,1051
Oxley,Male,20-24 years,Qld,155,4527,65.5,2963,2963
Oxley,Male,25-29 years,Qld,155,4330,66.1,2864,2864
Oxley,Male,30-34 years,Qld,155,4435,67.3,2986,2986
Oxley,Male,35-39 years,Qld,155,4611,67.7,3120,3120
Oxley,Male,40-44 years,Qld,155,4470,71,3174,3174
Oxley,Male,45-49 years,Qld,155,4547,73.9,3359,3359
Oxley,Male,50-54 years,Qld,155,4158,75.6,3145,3145
Oxley,Male,55-59 years,Qld,155,3937,78.4,3088,3088
Oxley,Male,60-64 years,Qld,155,3224,82.9,2674,2674
Oxley,Male,65-69 years,Qld,155,2677,86.9,2327,2327
Oxley,Male,70-74 years,Qld,155,2061,87.8,1810,1810
Oxley,Male,75-79 years,Qld,155,1273,85.5,1089,1089
Oxley,Male,80-84 years,Qld,155,713,84.6,603,603
Oxley,Male,85 years and over,Qld,155,639,79.7,509,509
Oxley,Male,Total for Gender,Qld,155,47069,73.9,34762,34762
Page,Female,18-19 years,NSW,19 342,1600,73.9,1183,1183
Page,Female,20-24 years,NSW,19 342,3643,67.4,2456,2456
Page,Female,25-29 years,NSW,19 342,3522,68.4,2408,2408
Page,Female,30-34 years,NSW,19 342,3610,70.6,2549,2549
Page,Female,35-39 years,NSW,19 342,3985,72.2,2877,2877
Page,Female,40-44 years,NSW,19 342,4476,74.3,3325,3325
Page,Female,45-49 years,NSW,19 342,5051,78.8,3978,3978
Page,Female,50-54 years,NSW,19 342,5321,81.3,4325,4325
Page,Female,55-59 years,NSW,19 342,6155,85.5,5262,5262
Page,Female,60-64 years,NSW,19 342,6102,87.4,5335,5335
Page,Female,65-69 years,NSW,19 342,5380,90.4,4862,4862
Page,Female,70-74 years,NSW,19 342,4238,90.8,3846,3846
Page,Female,75-79 years,NSW,19 342,3116,90.3,2815,2815
Page,Female,80-84 years,NSW,19 342,2263,86.3,1953,1953
Page,Female,85 years and over,NSW,19 342,2493,82.4,2054,2054
Page,Female,Total for Gender,NSW,19 342,60955,80.8,49228,49228
Page,Male,18-19 years,NSW,19 342,1555,68.5,1065,1065
Page,Male,20-24 years,NSW,19 342,3872,60.9,2357,2357
Page,Male,25-29 years,NSW,19 342,3418,61.7,2108,2108
Page,Male,30-34 years,NSW,19 342,3496,63.4,2216,2216
Page,Male,35-39 years,NSW,19 342,3695,65.2,2410,2410
Page,Male,40-44 years,NSW,19 342,4179,68.7,2869,2869
Page,Male,45-49 years,NSW,19 342,4730,71.5,3380,3380
Page,Male,50-54 years,NSW,19 342,5048,75.4,3804,3804
Page,Male,55-59 years,NSW,19 342,5874,80.1,4707,4707
Page,Male,60-64 years,NSW,19 342,5985,83.9,5021,5021
Page,Male,65-69 years,NSW,19 342,5605,87.2,4888,4888
Page,Male,70-74 years,NSW,19 342,4273,89.4,3819,3819
Page,Male,75-79 years,NSW,19 342,2906,90,2615,2615
Page,Male,80-84 years,NSW,19 342,1908,89.3,1704,1704
Page,Male,85 years and over,NSW,19 342,1557,84.1,1309,1309
Page,Male,Total for Gender,NSW,19 342,58101,76.2,44272,44272
Parkes,Female,18-19 years,NSW,393 413,1355,69.7,944,944
Parkes,Female,20-24 years,NSW,393 413,4299,60.9,2618,2618
Parkes,Female,25-29 years,NSW,393 413,4621,62.9,2906,2906
Parkes,Female,30-34 years,NSW,393 413,4353,66.3,2884,2884
Parkes,Female,35-39 years,NSW,393 413,3945,65.6,2586,2586
Parkes,Female,40-44 years,NSW,393 413,3988,69.5,2770,2770
Parkes,Female,45-49 years,NSW,393 413,4481,70.8,3173,3173
Parkes,Female,50-54 years,NSW,393 413,4600,76.1,3500,3500
Parkes,Female,55-59 years,NSW,393 413,4974,79.9,3972,3972
Parkes,Female,60-64 years,NSW,393 413,4352,83.1,3618,3618
Parkes,Female,65-69 years,NSW,393 413,3853,85.6,3299,3299
Parkes,Female,70-74 years,NSW,393 413,3338,88.4,2951,2951
Parkes,Female,75-79 years,NSW,393 413,2674,88.1,2357,2357
Parkes,Female,80-84 years,NSW,393 413,1889,84.8,1602,1602
Parkes,Female,85 years and over,NSW,393 413,1958,78.1,1530,1530
Parkes,Female,Total for Gender,NSW,393 413,54681,74.4,40710,40710
Parkes,Male,18-19 years,NSW,393 413,1387,63.2,877,877
Parkes,Male,20-24 years,NSW,393 413,4298,55.5,2385,2385
Parkes,Male,25-29 years,NSW,393 413,4470,56.6,2529,2529
Parkes,Male,30-34 years,NSW,393 413,4049,59.9,2426,2426
Parkes,Male,35-39 years,NSW,393 413,3727,60.5,2256,2256
Parkes,Male,40-44 years,NSW,393 413,3886,62.4,2423,2423
Parkes,Male,45-49 years,NSW,393 413,4510,66.5,2997,2997
Parkes,Male,50-54 years,NSW,393 413,4562,71.8,3274,3274
Parkes,Male,55-59 years,NSW,393 413,5187,75.5,3914,3914
Parkes,Male,60-64 years,NSW,393 413,4649,81.2,3774,3774
Parkes,Male,65-69 years,NSW,393 413,4123,84.7,3493,3493
Parkes,Male,70-74 years,NSW,393 413,3387,86.3,2922,2922
Parkes,Male,75-79 years,NSW,393 413,2457,86.5,2126,2126
Parkes,Male,80-84 years,NSW,393 413,1592,85.8,1366,1366
Parkes,Male,85 years and over,NSW,393 413,1236,82.2,1016,1016
Parkes,Male,Total for Gender,NSW,393 413,53520,70.6,37778,37778
Parramatta,Female,18-19 years,NSW,57,1351,81.1,1095,1095
Parramatta,Female,20-24 years,NSW,57,4002,74.9,2999,2999
Parramatta,Female,25-29 years,NSW,57,4384,71.8,3149,3149
Parramatta,Female,30-34 years,NSW,57,5488,68.3,3749,3749
Parramatta,Female,35-39 years,NSW,57,5225,68.7,3589,3589
Parramatta,Female,40-44 years,NSW,57,4654,73.6,3426,3426
Parramatta,Female,45-49 years,NSW,57,4446,77.3,3437,3437
Parramatta,Female,50-54 years,NSW,57,4159,79.5,3308,3308
Parramatta,Female,55-59 years,NSW,57,4004,81.6,3269,3269
Parramatta,Female,60-64 years,NSW,57,3502,82.2,2878,2878
Parramatta,Female,65-69 years,NSW,57,2763,85.2,2354,2354
Parramatta,Female,70-74 years,NSW,57,2225,86.7,1930,1930
Parramatta,Female,75-79 years,NSW,57,1729,86.8,1501,1501
Parramatta,Female,80-84 years,NSW,57,1286,82.3,1059,1059
Parramatta,Female,85 years and over,NSW,57,1441,76.7,1105,1105
Parramatta,Female,Total for Gender,NSW,57,50659,76.7,38848,38848
Parramatta,Male,18-19 years,NSW,57,1304,76.5,998,998
Parramatta,Male,20-24 years,NSW,57,4101,71,2912,2912
Parramatta,Male,25-29 years,NSW,57,4440,67.3,2990,2990
Parramatta,Male,30-34 years,NSW,57,5893,63.7,3752,3752
Parramatta,Male,35-39 years,NSW,57,5912,63,3725,3725
Parramatta,Male,40-44 years,NSW,57,5003,68.3,3417,3417
Parramatta,Male,45-49 years,NSW,57,4430,72.1,3196,3196
Parramatta,Male,50-54 years,NSW,57,4177,75.2,3140,3140
Parramatta,Male,55-59 years,NSW,57,4065,78.1,3176,3176
Parramatta,Male,60-64 years,NSW,57,3411,81.8,2790,2790
Parramatta,Male,65-69 years,NSW,57,2747,83.5,2295,2295
Parramatta,Male,70-74 years,NSW,57,2128,87.4,1860,1860
Parramatta,Male,75-79 years,NSW,57,1521,88.3,1343,1343
Parramatta,Male,80-84 years,NSW,57,1082,86.1,932,932
Parramatta,Male,85 years and over,NSW,57,924,80.4,743,743
Parramatta,Male,Total for Gender,NSW,57,51138,72.9,37269,37269
Paterson,Female,18-19 years,NSW,1 123,1696,79.7,1352,1352
Paterson,Female,20-24 years,NSW,1 123,4613,73.1,3371,3371
Paterson,Female,25-29 years,NSW,1 123,4833,71.9,3475,3475
Paterson,Female,30-34 years,NSW,1 123,4707,73.3,3449,3449
Paterson,Female,35-39 years,NSW,1 123,4495,73.7,3314,3314
Paterson,Female,40-44 years,NSW,1 123,4652,76.7,3568,3568
Paterson,Female,45-49 years,NSW,1 123,4912,80.5,3953,3953
Paterson,Female,50-54 years,NSW,1 123,4694,83,3894,3894
Paterson,Female,55-59 years,NSW,1 123,5092,86.4,4398,4398
Paterson,Female,60-64 years,NSW,1 123,4892,88.6,4333,4333
Paterson,Female,65-69 years,NSW,1 123,4808,91.5,4398,4398
Paterson,Female,70-74 years,NSW,1 123,4035,92.2,3719,3719
Paterson,Female,75-79 years,NSW,1 123,2667,90.1,2404,2404
Paterson,Female,80-84 years,NSW,1 123,1896,88.7,1682,1682
Paterson,Female,85 years and over,NSW,1 123,1887,81.5,1537,1537
Paterson,Female,Total for Gender,NSW,1 123,59879,81.6,48847,48847
Paterson,Male,18-19 years,NSW,1 123,1628,71.6,1166,1166
Paterson,Male,20-24 years,NSW,1 123,4568,66.2,3026,3026
Paterson,Male,25-29 years,NSW,1 123,4748,66.2,3141,3141
Paterson,Male,30-34 years,NSW,1 123,4694,68.2,3200,3200
Paterson,Male,35-39 years,NSW,1 123,4547,68.2,3100,3100
Paterson,Male,40-44 years,NSW,1 123,4692,70,3285,3285
Paterson,Male,45-49 years,NSW,1 123,4808,74.2,3566,3566
Paterson,Male,50-54 years,NSW,1 123,4593,77.9,3579,3579
Paterson,Male,55-59 years,NSW,1 123,4748,81.4,3864,3864
Paterson,Male,60-64 years,NSW,1 123,4517,86.2,3894,3894
Paterson,Male,65-69 years,NSW,1 123,4387,89.1,3908,3908
Paterson,Male,70-74 years,NSW,1 123,3910,91.3,3568,3568
Paterson,Male,75-79 years,NSW,1 123,2523,91.5,2308,2308
Paterson,Male,80-84 years,NSW,1 123,1502,89.8,1349,1349
Paterson,Male,85 years and over,NSW,1 123,1105,83.7,925,925
Paterson,Male,Total for Gender,NSW,1 123,56970,77,43879,43879
Pearce,Female,18-19 years,WA,13 250,1741,79.9,1391,1391
Pearce,Female,20-24 years,WA,13 250,4885,71.4,3486,3486
Pearce,Female,25-29 years,WA,13 250,5435,72.7,3950,3950
Pearce,Female,30-34 years,WA,13 250,5674,73.3,4158,4158
Pearce,Female,35-39 years,WA,13 250,5140,74.7,3839,3839
Pearce,Female,40-44 years,WA,13 250,5183,75.4,3908,3908
Pearce,Female,45-49 years,WA,13 250,5673,79.2,4491,4491
Pearce,Female,50-54 years,WA,13 250,4912,81.4,4e3,4000
Pearce,Female,55-59 years,WA,13 250,4369,82.7,3612,3612
Pearce,Female,60-64 years,WA,13 250,3658,85.6,3130,3130
Pearce,Female,65-69 years,WA,13 250,3290,88.8,2921,2921
Pearce,Female,70-74 years,WA,13 250,2518,88.7,2234,2234
Pearce,Female,75-79 years,WA,13 250,1702,89.4,1522,1522
Pearce,Female,80-84 years,WA,13 250,1004,87.3,876,876
Pearce,Female,85 years and over,WA,13 250,836,80.4,672,672
Pearce,Female,Total for Gender,WA,13 250,56020,78.9,44190,44190
Pearce,Male,18-19 years,WA,13 250,1541,73.7,1136,1136
Pearce,Male,20-24 years,WA,13 250,4754,64.8,3079,3079
Pearce,Male,25-29 years,WA,13 250,5170,62,3205,3205
Pearce,Male,30-34 years,WA,13 250,5488,65.9,3617,3617
Pearce,Male,35-39 years,WA,13 250,5049,67.6,3414,3414
Pearce,Male,40-44 years,WA,13 250,4997,69.5,3472,3472
Pearce,Male,45-49 years,WA,13 250,5379,71.7,3857,3857
Pearce,Male,50-54 years,WA,13 250,4863,76.8,3736,3736
Pearce,Male,55-59 years,WA,13 250,4155,80,3324,3324
Pearce,Male,60-64 years,WA,13 250,3413,82.6,2820,2820
Pearce,Male,65-69 years,WA,13 250,3203,86.6,2774,2774
Pearce,Male,70-74 years,WA,13 250,2581,88.2,2277,2277
Pearce,Male,75-79 years,WA,13 250,1664,89.5,1490,1490
Pearce,Male,80-84 years,WA,13 250,1026,89.3,916,916
Pearce,Male,85 years and over,WA,13 250,627,85.6,537,537
Pearce,Male,Total for Gender,WA,13 250,53910,73.6,39654,39654
Perth,Female,18-19 years,WA,80,1049,85.6,898,898
Perth,Female,20-24 years,WA,80,3695,79.9,2951,2951
Perth,Female,25-29 years,WA,80,4936,81.2,4008,4008
Perth,Female,30-34 years,WA,80,5116,81.4,4163,4163
Perth,Female,35-39 years,WA,80,4599,79.8,3671,3671
Perth,Female,40-44 years,WA,80,4142,81.2,3364,3364
Perth,Female,45-49 years,WA,80,4169,82.7,3448,3448
Perth,Female,50-54 years,WA,80,3871,84.6,3274,3274
Perth,Female,55-59 years,WA,80,3889,86.4,3361,3361
Perth,Female,60-64 years,WA,80,3657,87,3182,3182
Perth,Female,65-69 years,WA,80,3111,87.7,2727,2727
Perth,Female,70-74 years,WA,80,2321,88,2043,2043
Perth,Female,75-79 years,WA,80,1789,87.4,1563,1563
Perth,Female,80-84 years,WA,80,1339,83,1111,1111
Perth,Female,85 years and over,WA,80,1669,77.9,1300,1300
Perth,Female,Total for Gender,WA,80,49353,83.2,41065,41065
Perth,Male,18-19 years,WA,80,936,77.8,728,728
Perth,Male,20-24 years,WA,80,3632,72.9,2647,2647
Perth,Male,25-29 years,WA,80,4802,72.3,3471,3471
Perth,Male,30-34 years,WA,80,5730,72.1,4132,4132
Perth,Male,35-39 years,WA,80,5114,73.5,3757,3757
Perth,Male,40-44 years,WA,80,4281,74.5,3189,3189
Perth,Male,45-49 years,WA,80,4377,76.7,3358,3358
Perth,Male,50-54 years,WA,80,3998,79.3,3170,3170
Perth,Male,55-59 years,WA,80,3896,81.1,3160,3160
Perth,Male,60-64 years,WA,80,3531,84.2,2973,2973
Perth,Male,65-69 years,WA,80,3140,85.9,2696,2696
Perth,Male,70-74 years,WA,80,2293,87.7,2010,2010
Perth,Male,75-79 years,WA,80,1590,86.9,1382,1382
Perth,Male,80-84 years,WA,80,1088,86.6,942,942
Perth,Male,85 years and over,WA,80,967,80.8,781,781
Perth,Male,Total for Gender,WA,80,49375,77.8,38396,38396
Petrie,Female,18-19 years,Qld,152,1489,78.7,1172,1172
Petrie,Female,20-24 years,Qld,152,4310,70.8,3050,3050
Petrie,Female,25-29 years,Qld,152,4364,71.6,3125,3125
Petrie,Female,30-34 years,Qld,152,4800,73.9,3549,3549
Petrie,Female,35-39 years,Qld,152,4858,75.1,3649,3649
Petrie,Female,40-44 years,Qld,152,4811,77.8,3743,3743
Petrie,Female,45-49 years,Qld,152,4798,79.7,3824,3824
Petrie,Female,50-54 years,Qld,152,4586,82.9,3803,3803
Petrie,Female,55-59 years,Qld,152,4476,85.7,3834,3834
Petrie,Female,60-64 years,Qld,152,4296,88.7,3811,3811
Petrie,Female,65-69 years,Qld,152,4232,90.7,3838,3838
Petrie,Female,70-74 years,Qld,152,3618,91.3,3305,3305
Petrie,Female,75-79 years,Qld,152,2609,89.2,2326,2326
Petrie,Female,80-84 years,Qld,152,1992,86.7,1728,1728
Petrie,Female,85 years and over,Qld,152,2184,79.5,1736,1736
Petrie,Female,Total for Gender,Qld,152,57423,81,46493,46493
Petrie,Male,18-19 years,Qld,152,1333,70.1,935,935
Petrie,Male,20-24 years,Qld,152,4162,63.4,2637,2637
Petrie,Male,25-29 years,Qld,152,4075,63.7,2597,2597
Petrie,Male,30-34 years,Qld,152,4376,67.5,2952,2952
Petrie,Male,35-39 years,Qld,152,4626,67.6,3129,3129
Petrie,Male,40-44 years,Qld,152,4523,71.6,3238,3238
Petrie,Male,45-49 years,Qld,152,4661,74.7,3481,3481
Petrie,Male,50-54 years,Qld,152,4138,79.4,3287,3287
Petrie,Male,55-59 years,Qld,152,4082,81.6,3331,3331
Petrie,Male,60-64 years,Qld,152,3702,85.9,3181,3181
Petrie,Male,65-69 years,Qld,152,3710,88.8,3294,3294
Petrie,Male,70-74 years,Qld,152,3117,90.6,2823,2823
Petrie,Male,75-79 years,Qld,152,2130,90.4,1926,1926
Petrie,Male,80-84 years,Qld,152,1411,88.4,1248,1248
Petrie,Male,85 years and over,Qld,152,1259,83.7,1054,1054
Petrie,Male,Total for Gender,Qld,152,51305,76.2,39113,39113
Port Adelaide,Female,18-19 years,SA,181,1454,79.4,1154,1154
Port Adelaide,Female,20-24 years,SA,181,4776,73.9,3528,3528
Port Adelaide,Female,25-29 years,SA,181,4836,73.5,3554,3554
Port Adelaide,Female,30-34 years,SA,181,5216,72.5,3781,3781
Port Adelaide,Female,35-39 years,SA,181,4758,73.5,3497,3497
Port Adelaide,Female,40-44 years,SA,181,4605,75.8,3490,3490
Port Adelaide,Female,45-49 years,SA,181,5183,78,4042,4042
Port Adelaide,Female,50-54 years,SA,181,5147,80.6,4147,4147
Port Adelaide,Female,55-59 years,SA,181,5202,82.6,4299,4299
Port Adelaide,Female,60-64 years,SA,181,4519,84.6,3824,3824
Port Adelaide,Female,65-69 years,SA,181,3699,86.3,3192,3192
Port Adelaide,Female,70-74 years,SA,181,2850,87.7,2499,2499
Port Adelaide,Female,75-79 years,SA,181,2191,87,1907,1907
Port Adelaide,Female,80-84 years,SA,181,1758,82.7,1454,1454
Port Adelaide,Female,85 years and over,SA,181,1921,74.6,1433,1433
Port Adelaide,Female,Total for Gender,SA,181,58115,78.8,45801,45801
Port Adelaide,Male,18-19 years,SA,181,1368,72.1,986,986
Port Adelaide,Male,20-24 years,SA,181,4802,65.3,3135,3135
Port Adelaide,Male,25-29 years,SA,181,5013,65.7,3292,3292
Port Adelaide,Male,30-34 years,SA,181,5198,65.1,3383,3383
Port Adelaide,Male,35-39 years,SA,181,4875,66.3,3233,3233
Port Adelaide,Male,40-44 years,SA,181,4627,67.8,3139,3139
Port Adelaide,Male,45-49 years,SA,181,5184,72,3731,3731
Port Adelaide,Male,50-54 years,SA,181,5117,75.9,3886,3886
Port Adelaide,Male,55-59 years,SA,181,5110,78.5,4009,4009
Port Adelaide,Male,60-64 years,SA,181,4233,83.4,3531,3531
Port Adelaide,Male,65-69 years,SA,181,3551,85,3019,3019
Port Adelaide,Male,70-74 years,SA,181,2574,87.2,2244,2244
Port Adelaide,Male,75-79 years,SA,181,1732,86,1490,1490
Port Adelaide,Male,80-84 years,SA,181,1297,84.5,1096,1096
Port Adelaide,Male,85 years and over,SA,181,1194,80.6,962,962
Port Adelaide,Male,Total for Gender,SA,181,55875,73.6,41136,41136
Rankin,Female,18-19 years,Qld,131,1613,73.1,1179,1179
Rankin,Female,20-24 years,Qld,131,4760,67.8,3229,3229
Rankin,Female,25-29 years,Qld,131,4664,67.8,3161,3161
Rankin,Female,30-34 years,Qld,131,5190,70,3634,3634
Rankin,Female,35-39 years,Qld,131,4928,70.6,3479,3479
Rankin,Female,40-44 years,Qld,131,4644,75.2,3491,3491
Rankin,Female,45-49 years,Qld,131,4682,78.3,3665,3665
Rankin,Female,50-54 years,Qld,131,4268,79.5,3395,3395
Rankin,Female,55-59 years,Qld,131,4425,82.9,3670,3670
Rankin,Female,60-64 years,Qld,131,3864,84.8,3277,3277
Rankin,Female,65-69 years,Qld,131,3474,87.4,3035,3035
Rankin,Female,70-74 years,Qld,131,2393,87.9,2103,2103
Rankin,Female,75-79 years,Qld,131,1409,85.2,1201,1201
Rankin,Female,80-84 years,Qld,131,854,82.2,702,702
Rankin,Female,85 years and over,Qld,131,864,75.9,656,656
Rankin,Female,Total for Gender,Qld,131,52032,76.6,39877,39877
Rankin,Male,18-19 years,Qld,131,1435,70.7,1014,1014
Rankin,Male,20-24 years,Qld,131,4708,62.3,2933,2933
Rankin,Male,25-29 years,Qld,131,4661,61.5,2868,2868
Rankin,Male,30-34 years,Qld,131,5007,63.7,3189,3189
Rankin,Male,35-39 years,Qld,131,5106,63.9,3265,3265
Rankin,Male,40-44 years,Qld,131,4549,68.3,3109,3109
Rankin,Male,45-49 years,Qld,131,4404,73.5,3238,3238
Rankin,Male,50-54 years,Qld,131,4025,75.2,3028,3028
Rankin,Male,55-59 years,Qld,131,4021,79.7,3204,3204
Rankin,Male,60-64 years,Qld,131,3598,83.5,3005,3005
Rankin,Male,65-69 years,Qld,131,3240,86.3,2796,2796
Rankin,Male,70-74 years,Qld,131,2425,88.1,2137,2137
Rankin,Male,75-79 years,Qld,131,1411,86.4,1219,1219
Rankin,Male,80-84 years,Qld,131,724,84.9,615,615
Rankin,Male,85 years and over,Qld,131,541,78.9,427,427
Rankin,Male,Total for Gender,Qld,131,49855,72.3,36047,36047
Reid,Female,18-19 years,NSW,55,1289,82.2,1059,1059
Reid,Female,18-19 years,NSW,NA,1289,82.2,1059,1059
Reid,Female,20-24 years,NSW,55,4039,78.8,3183,3183
