area,gender,age,State,Area (sq km),Eligible participants,Participation rate (%),Total participants,Total Paticipants
Blaxland,Male,Total for Gender,NSW,61,51746,74.1,38321,38321
Bonner,Female,18-19 years,Qld,360,1568,83.5,1310,1310
Bonner,Female,20-24 years,Qld,360,4195,80.1,3361,3361
Bonner,Female,25-29 years,Qld,360,3704,78.8,2920,2920
Bonner,Female,30-34 years,Qld,360,4232,79.5,3366,3366
Bonner,Female,35-39 years,Qld,360,4537,80.2,3640,3640
Bonner,Female,40-44 years,Qld,360,4929,82.6,4072,4072
Bonner,Female,45-49 years,Qld,360,5093,84.5,4304,4304
Bonner,Female,50-54 years,Qld,360,4645,85.6,3976,3976
Bonner,Female,55-59 years,Qld,360,4380,87.6,3838,3838
Bonner,Female,60-64 years,Qld,360,3752,89.7,3367,3367
Bonner,Female,65-69 years,Qld,360,3384,90.5,3063,3063
Bonner,Female,70-74 years,Qld,360,2801,91.1,2553,2553
Bonner,Female,75-79 years,Qld,360,2118,90.6,1918,1918
Bonner,Female,80-84 years,Qld,360,1602,89.6,1435,1435
Bonner,Female,85 years and over,Qld,360,1852,82.1,1520,1520
Bonner,Female,Total for Gender,Qld,360,52792,84.6,44643,44643
Bonner,Male,18-19 years,Qld,360,1459,78.6,1147,1147
Bonner,Male,20-24 years,Qld,360,4209,71.3,3003,3003
Bonner,Male,25-29 years,Qld,360,3768,71.1,2678,2678
Bonner,Male,30-34 years,Qld,360,4106,72.5,2975,2975
Bonner,Male,35-39 years,Qld,360,4278,74.5,3188,3188
Bonner,Male,40-44 years,Qld,360,4621,76.3,3528,3528
Bonner,Male,45-49 years,Qld,360,4580,79.9,3661,3661
Bonner,Male,50-54 years,Qld,360,4430,82.4,3651,3651
Bonner,Male,55-59 years,Qld,360,4048,84.8,3432,3432
Bonner,Male,60-64 years,Qld,360,3486,87.1,3037,3037
Bonner,Male,65-69 years,Qld,360,3123,88.7,2771,2771
Bonner,Male,70-74 years,Qld,360,2513,91.3,2295,2295
Bonner,Male,75-79 years,Qld,360,1745,90.5,1580,1580
Bonner,Male,80-84 years,Qld,360,1191,89.4,1065,1065
Bonner,Male,85 years and over,Qld,360,1033,86.9,898,898
Bonner,Male,Total for Gender,Qld,360,48590,80.1,38909,38909
Boothby,Female,18-19 years,SA,130,1513,84.5,1278,1278
Boothby,Female,20-24 years,SA,130,4225,83,3507,3507
Boothby,Female,25-29 years,SA,130,3573,82.1,2934,2934
Boothby,Female,30-34 years,SA,130,3708,81.7,3028,3028
Boothby,Female,35-39 years,SA,130,4022,81.8,3292,3292
Boothby,Female,40-44 years,SA,130,4180,83.5,3490,3490
Boothby,Female,45-49 years,SA,130,4661,85.6,3992,3992
Boothby,Female,50-54 years,SA,130,4739,87.5,4148,4148
Boothby,Female,55-59 years,SA,130,4854,89.3,4334,4334
Boothby,Female,60-64 years,SA,130,4629,89.4,4139,4139
Boothby,Female,65-69 years,SA,130,4428,92,4075,4075
Boothby,Female,70-74 years,SA,130,3577,92.1,3295,3295
Boothby,Female,75-79 years,SA,130,2613,90.5,2365,2365
Boothby,Female,80-84 years,SA,130,1921,89.1,1711,1711
Boothby,Female,85 years and over,SA,130,2850,81,2309,2309
Boothby,Female,Total for Gender,SA,130,55493,86.3,47897,47897
Boothby,Male,18-19 years,SA,130,1377,80.4,1107,1107
Boothby,Male,20-24 years,SA,130,4261,74.9,3190,3190
Boothby,Male,25-29 years,SA,130,3833,73.3,2810,2810
Boothby,Male,30-34 years,SA,130,3623,74.7,2708,2708
Boothby,Male,35-39 years,SA,130,3717,75.8,2819,2819
Boothby,Male,40-44 years,SA,130,4209,77.6,3268,3268
Boothby,Male,45-49 years,SA,130,4336,80,3469,3469
Boothby,Male,50-54 years,SA,130,4238,81.8,3465,3465
Boothby,Male,55-59 years,SA,130,4521,85,3845,3845
Boothby,Male,60-64 years,SA,130,4139,88.3,3653,3653
Boothby,Male,65-69 years,SA,130,4018,90.6,3639,3639
Boothby,Male,70-74 years,SA,130,3290,91.9,3024,3024
Boothby,Male,75-79 years,SA,130,2144,92,1972,1972
Boothby,Male,80-84 years,SA,130,1529,89.3,1366,1366
Boothby,Male,85 years and over,SA,130,1694,85.7,1452,1452
Boothby,Male,Total for Gender,SA,130,50929,82,41787,41787
Bowman,Female,18-19 years,Qld,537,1506,83.1,1252,1252
Bowman,Female,20-24 years,Qld,537,3972,77.3,3071,3071
Bowman,Female,25-29 years,Qld,537,3645,76.7,2795,2795
Bowman,Female,30-34 years,Qld,537,3822,77.8,2974,2974
Bowman,Female,35-39 years,Qld,537,3882,79.4,3081,3081
Bowman,Female,40-44 years,Qld,537,4416,79.1,3493,3493
Bowman,Female,45-49 years,Qld,537,4983,82.1,4092,4092
Bowman,Female,50-54 years,Qld,537,4958,84.3,4181,4181
Bowman,Female,55-59 years,Qld,537,5133,86.4,4437,4437
Bowman,Female,60-64 years,Qld,537,4736,88.4,4188,4188
Bowman,Female,65-69 years,Qld,537,4470,90.9,4064,4064
Bowman,Female,70-74 years,Qld,537,3550,91.4,3245,3245
Bowman,Female,75-79 years,Qld,537,2361,90.2,2129,2129
Bowman,Female,80-84 years,Qld,537,1567,88.3,1384,1384
Bowman,Female,85 years and over,Qld,537,1759,80.6,1418,1418
Bowman,Female,Total for Gender,Qld,537,54760,83.6,45804,45804
Bowman,Male,18-19 years,Qld,537,1384,75.2,1041,1041
Bowman,Male,20-24 years,Qld,537,4033,70.1,2826,2826
Bowman,Male,25-29 years,Qld,537,3586,67.2,2408,2408
Bowman,Male,30-34 years,Qld,537,3700,69.3,2563,2563
Bowman,Male,35-39 years,Qld,537,3683,71,2616,2616
Bowman,Male,40-44 years,Qld,537,4091,72.1,2948,2948
Bowman,Male,45-49 years,Qld,537,4390,77.5,3402,3402
Bowman,Male,50-54 years,Qld,537,4469,79.7,3562,3562
Bowman,Male,55-59 years,Qld,537,4762,82.9,3947,3947
Bowman,Male,60-64 years,Qld,537,4345,86.2,3744,3744
Bowman,Male,65-69 years,Qld,537,4119,89.8,3697,3697
Bowman,Male,70-74 years,Qld,537,3307,91.6,3028,3028
Bowman,Male,75-79 years,Qld,537,2122,91.1,1934,1934
Bowman,Male,80-84 years,Qld,537,1362,90.2,1228,1228
Bowman,Male,85 years and over,Qld,537,1118,83.6,935,935
Bowman,Male,Total for Gender,Qld,537,50471,79,39879,39879
Braddon,Female,18-19 years,Tas.,21 369,940,76.3,717,717
Braddon,Female,20-24 years,Tas.,21 369,2605,62.9,1638,1638
Braddon,Female,25-29 years,Tas.,21 369,2510,64.2,1611,1611
Braddon,Female,30-34 years,Tas.,21 369,2456,67.1,1648,1648
Braddon,Female,35-39 years,Tas.,21 369,2544,67.2,1709,1709
Braddon,Female,40-44 years,Tas.,21 369,2690,70.8,1905,1905
Braddon,Female,45-49 years,Tas.,21 369,3302,76.3,2519,2519
Braddon,Female,50-54 years,Tas.,21 369,3289,79.2,2604,2604
Braddon,Female,55-59 years,Tas.,21 369,3599,84.5,3040,3040
Braddon,Female,60-64 years,Tas.,21 369,3409,86.3,2943,2943
Braddon,Female,65-69 years,Tas.,21 369,3162,88.8,2809,2809
Braddon,Female,70-74 years,Tas.,21 369,2639,89.2,2354,2354
Braddon,Female,75-79 years,Tas.,21 369,1895,89,1687,1687
Braddon,Female,80-84 years,Tas.,21 369,1414,86.6,1225,1225
Braddon,Female,85 years and over,Tas.,21 369,1369,78.4,1073,1073
Braddon,Female,Total for Gender,Tas.,21 369,37823,77.9,29482,29482
Braddon,Male,18-19 years,Tas.,21 369,868,69.9,607,607
Braddon,Male,20-24 years,Tas.,21 369,2692,58.1,1564,1564
Braddon,Male,25-29 years,Tas.,21 369,2437,57.2,1393,1393
Braddon,Male,30-34 years,Tas.,21 369,2357,61.2,1442,1442
Braddon,Male,35-39 years,Tas.,21 369,2383,59.8,1425,1425
Braddon,Male,40-44 years,Tas.,21 369,2575,64.4,1659,1659
Braddon,Male,45-49 years,Tas.,21 369,2985,68.3,2040,2040
Braddon,Male,50-54 years,Tas.,21 369,3115,74.3,2316,2316
Braddon,Male,55-59 years,Tas.,21 369,3420,79.4,2715,2715
Braddon,Male,60-64 years,Tas.,21 369,3159,84.4,2666,2666
Braddon,Male,65-69 years,Tas.,21 369,3029,88.5,2680,2680
Braddon,Male,70-74 years,Tas.,21 369,2589,89,2303,2303
Braddon,Male,75-79 years,Tas.,21 369,1789,90,1610,1610
Braddon,Male,80-84 years,Tas.,21 369,1097,89.7,984,984
Braddon,Male,85 years and over,Tas.,21 369,824,82.6,681,681
Braddon,Male,Total for Gender,Tas.,21 369,35319,73.9,26085,26085
Bradfield,Female,18-19 years,NSW,101,1833,88.1,1615,1615
Bradfield,Female,20-24 years,NSW,101,4276,84.9,3629,3629
Bradfield,Female,25-29 years,NSW,101,3109,82.2,2557,2557
Bradfield,Female,30-34 years,NSW,101,3265,76,2481,2481
Bradfield,Female,35-39 years,NSW,101,4261,77.5,3303,3303
Bradfield,Female,40-44 years,NSW,101,4817,80.9,3899,3899
Bradfield,Female,45-49 years,NSW,101,5636,84.8,4777,4777
Bradfield,Female,50-54 years,NSW,101,5205,85.6,4458,4458
Bradfield,Female,55-59 years,NSW,101,4646,87.4,4061,4061
Bradfield,Female,60-64 years,NSW,101,3824,87.9,3361,3361
Bradfield,Female,65-69 years,NSW,101,3639,89.7,3265,3265
Bradfield,Female,70-74 years,NSW,101,3253,91.6,2981,2981
Bradfield,Female,75-79 years,NSW,101,2487,91.9,2285,2285
Bradfield,Female,80-84 years,NSW,101,1990,89.3,1777,1777
Bradfield,Female,85 years and over,NSW,101,2734,81.4,2225,2225
Bradfield,Female,Total for Gender,NSW,101,54975,84.9,46674,46674
Bradfield,Male,18-19 years,NSW,101,1826,82.3,1503,1503
Bradfield,Male,20-24 years,NSW,101,4326,78.2,3384,3384
Bradfield,Male,25-29 years,NSW,101,3395,75.3,2556,2556
Bradfield,Male,30-34 years,NSW,101,3121,70.4,2197,2197
Bradfield,Male,35-39 years,NSW,101,3898,74.3,2897,2897
Bradfield,Male,40-44 years,NSW,101,4398,78,3432,3432
Bradfield,Male,45-49 years,NSW,101,4987,80.9,4034,4034
Bradfield,Male,50-54 years,NSW,101,4790,84,4025,4025
Bradfield,Male,55-59 years,NSW,101,4540,86.2,3914,3914
Bradfield,Male,60-64 years,NSW,101,3548,87.1,3091,3091
Bradfield,Male,65-69 years,NSW,101,3193,89.2,2847,2847
Bradfield,Male,70-74 years,NSW,101,2892,91.1,2636,2636
Bradfield,Male,75-79 years,NSW,101,2130,92.8,1976,1976
Bradfield,Male,80-84 years,NSW,101,1610,92,1482,1482
Bradfield,Male,85 years and over,NSW,101,1740,88.8,1545,1545
Bradfield,Male,Total for Gender,NSW,101,50394,82.4,41519,41519
Brand,Female,18-19 years,WA,377,1458,79.3,1156,1156
Brand,Female,20-24 years,WA,377,4652,70.9,3298,3298
Brand,Female,25-29 years,WA,377,5063,71.5,3618,3618
Brand,Female,30-34 years,WA,377,5132,72.3,3712,3712
Brand,Female,35-39 years,WA,377,4459,73.1,3259,3259
Brand,Female,40-44 years,WA,377,4473,75.3,3367,3367
Brand,Female,45-49 years,WA,377,4671,79.2,3698,3698
Brand,Female,50-54 years,WA,377,4302,81.7,3515,3515
Brand,Female,55-59 years,WA,377,3882,83,3224,3224
Brand,Female,60-64 years,WA,377,3450,86,2967,2967
Brand,Female,65-69 years,WA,377,2939,87.8,2579,2579
Brand,Female,70-74 years,WA,377,2494,88.1,2197,2197
Brand,Female,75-79 years,WA,377,1786,87.5,1563,1563
Brand,Female,80-84 years,WA,377,1214,87,1056,1056
Brand,Female,85 years and over,WA,377,1049,81.3,853,853
Brand,Female,Total for Gender,WA,377,51024,78.5,40062,40062
Brand,Male,18-19 years,WA,377,1357,73,990,990
Brand,Male,20-24 years,WA,377,4573,62.3,2851,2851
Brand,Male,25-29 years,WA,377,4892,64.2,3143,3143
Brand,Male,30-34 years,WA,377,5128,64.6,3314,3314
Brand,Male,35-39 years,WA,377,4685,67.6,3166,3166
Brand,Male,40-44 years,WA,377,4382,68.1,2986,2986
Brand,Male,45-49 years,WA,377,4707,73,3434,3434
Brand,Male,50-54 years,WA,377,4320,77.5,3347,3347
Brand,Male,55-59 years,WA,377,3995,80.8,3229,3229
Brand,Male,60-64 years,WA,377,3131,82.2,2574,2574
Brand,Male,65-69 years,WA,377,2766,86.6,2394,2394
Brand,Male,70-74 years,WA,377,2335,89,2079,2079
Brand,Male,75-79 years,WA,377,1644,88.9,1461,1461
Brand,Male,80-84 years,WA,377,1057,86.4,913,913
Brand,Male,85 years and over,WA,377,747,84.2,629,629
Brand,Male,Total for Gender,WA,377,49719,73.4,36510,36510
Brisbane,Female,18-19 years,Qld,58,1741,83.1,1447,1447
Brisbane,Female,20-24 years,Qld,58,6705,80.7,5414,5414
Brisbane,Female,25-29 years,Qld,58,7059,82.6,5831,5831
Brisbane,Female,30-34 years,Qld,58,6129,80.8,4954,4954
Brisbane,Female,35-39 years,Qld,58,5197,82.3,4277,4277
Brisbane,Female,40-44 years,Qld,58,4749,83.9,3984,3984
Brisbane,Female,45-49 years,Qld,58,5065,84.9,4300,4300
Brisbane,Female,50-54 years,Qld,58,4153,87,3613,3613
Brisbane,Female,55-59 years,Qld,58,3852,87.6,3376,3376
Brisbane,Female,60-64 years,Qld,58,3166,88.8,2811,2811
Brisbane,Female,65-69 years,Qld,58,2603,88.8,2312,2312
Brisbane,Female,70-74 years,Qld,58,1917,90.1,1727,1727
Brisbane,Female,75-79 years,Qld,58,1299,89.1,1158,1158
Brisbane,Female,80-84 years,Qld,58,944,88.2,833,833
Brisbane,Female,85 years and over,Qld,58,1287,82.6,1063,1063
Brisbane,Female,Total for Gender,Qld,58,55866,84.3,47100,47100
Brisbane,Male,18-19 years,Qld,58,1357,78,1058,1058
Brisbane,Male,20-24 years,Qld,58,5676,72.2,4100,4100
Brisbane,Male,25-29 years,Qld,58,7428,73,5422,5422
Brisbane,Male,30-34 years,Qld,58,6870,75,5152,5152
Brisbane,Male,35-39 years,Qld,58,5500,76.4,4202,4202
Brisbane,Male,40-44 years,Qld,58,5013,76.5,3834,3834
Brisbane,Male,45-49 years,Qld,58,5027,79.3,3987,3987
Brisbane,Male,50-54 years,Qld,58,4368,82.6,3610,3610
Brisbane,Male,55-59 years,Qld,58,3852,85.6,3297,3297
Brisbane,Male,60-64 years,Qld,58,3128,87.1,2726,2726
Brisbane,Male,65-69 years,Qld,58,2581,87.5,2258,2258
Brisbane,Male,70-74 years,Qld,58,1880,89.9,1690,1690
Brisbane,Male,75-79 years,Qld,58,1176,88.3,1038,1038
Brisbane,Male,80-84 years,Qld,58,726,86.2,626,626
Brisbane,Male,85 years and over,Qld,58,648,84.1,545,545
Brisbane,Male,Total for Gender,Qld,58,55230,78.8,43545,43545
Bruce,Female,18-19 years,Vic.,73,1163,79.3,922,922
Bruce,Female,20-24 years,Vic.,73,3582,75.9,2719,2719
Bruce,Female,25-29 years,Vic.,73,3287,73.4,2412,2412
Bruce,Female,30-34 years,Vic.,73,3301,70.3,2320,2320
Bruce,Female,35-39 years,Vic.,73,3383,72.7,2461,2461
Bruce,Female,40-44 years,Vic.,73,3651,75.1,2743,2743
Bruce,Female,45-49 years,Vic.,73,4085,77.9,3182,3182
Bruce,Female,50-54 years,Vic.,73,3962,80.5,3190,3190
Bruce,Female,55-59 years,Vic.,73,4018,82.7,3321,3321
Bruce,Female,60-64 years,Vic.,73,3754,84.4,3168,3168
Bruce,Female,65-69 years,Vic.,73,3756,86.6,3252,3252
Bruce,Female,70-74 years,Vic.,73,3292,87.7,2888,2888
Bruce,Female,75-79 years,Vic.,73,2664,87.4,2328,2328
Bruce,Female,80-84 years,Vic.,73,1880,83.4,1567,1567
Bruce,Female,85 years and over,Vic.,73,1929,77.6,1497,1497
Bruce,Female,Total for Gender,Vic.,73,47707,79.6,37970,37970
Bruce,Male,18-19 years,Vic.,73,1164,76.6,892,892
Bruce,Male,20-24 years,Vic.,73,4037,70.4,2842,2842
Bruce,Male,25-29 years,Vic.,73,3842,67.3,2587,2587
Bruce,Male,30-34 years,Vic.,73,3771,63.3,2388,2388
Bruce,Male,35-39 years,Vic.,73,3774,66.5,2509,2509
Bruce,Male,40-44 years,Vic.,73,3789,70.2,2658,2658
Bruce,Male,45-49 years,Vic.,73,3999,74.1,2963,2963
Bruce,Male,50-54 years,Vic.,73,3870,77.5,3001,3001
Bruce,Male,55-59 years,Vic.,73,3829,79.2,3031,3031
Bruce,Male,60-64 years,Vic.,73,3508,82.2,2883,2883
Bruce,Male,65-69 years,Vic.,73,3230,84.4,2725,2725
Bruce,Male,70-74 years,Vic.,73,3031,87,2636,2636
Bruce,Male,75-79 years,Vic.,73,2462,89,2192,2192
Bruce,Male,80-84 years,Vic.,73,1624,86.1,1398,1398
Bruce,Male,85 years and over,Vic.,73,1274,83.5,1064,1064
Bruce,Male,Total for Gender,Vic.,73,47204,75.8,35769,35769
Burt,Female,18-19 years,WA,172,1563,79.7,1246,1246
Burt,Female,20-24 years,WA,172,4693,73.5,3450,3450
Burt,Female,25-29 years,WA,172,4585,72.9,3342,3342
Burt,Female,30-34 years,WA,172,5157,72.3,3728,3728
Burt,Female,35-39 years,WA,172,4855,73.2,3553,3553
Burt,Female,40-44 years,WA,172,4275,74.5,3184,3184
Burt,Female,45-49 years,WA,172,4467,78.6,3509,3509
Burt,Female,50-54 years,WA,172,4101,81,3320,3320
Burt,Female,55-59 years,WA,172,3984,84.1,3350,3350
Burt,Female,60-64 years,WA,172,3647,85.7,3125,3125
Burt,Female,65-69 years,WA,172,3120,87.7,2736,2736
Burt,Female,70-74 years,WA,172,2320,88.8,2060,2060
Burt,Female,75-79 years,WA,172,1635,88.4,1446,1446
Burt,Female,80-84 years,WA,172,1082,84.6,915,915
Burt,Female,85 years and over,WA,172,980,77.9,763,763
Burt,Female,Total for Gender,WA,172,50464,78.7,39727,39727
Burt,Male,18-19 years,WA,172,1504,73.3,1102,1102
Burt,Male,20-24 years,WA,172,4526,65.8,2978,2978
Burt,Male,25-29 years,WA,172,4713,64.1,3019,3019
Burt,Male,30-34 years,WA,172,5329,66.7,3552,3552
Burt,Male,35-39 years,WA,172,5224,65.5,3422,3422
Burt,Male,40-44 years,WA,172,4525,68.4,3093,3093
Burt,Male,45-49 years,WA,172,4448,72.6,3231,3231
Burt,Male,50-54 years,WA,172,4107,76.3,3135,3135
Burt,Male,55-59 years,WA,172,3769,80,3014,3014
Burt,Male,60-64 years,WA,172,3409,83.1,2832,2832
Burt,Male,65-69 years,WA,172,3061,86.4,2645,2645
Burt,Male,70-74 years,WA,172,2246,88.8,1995,1995
Burt,Male,75-79 years,WA,172,1473,88.7,1307,1307
Burt,Male,80-84 years,WA,172,894,89,796,796
Burt,Male,85 years and over,WA,172,650,84.5,549,549
Burt,Male,Total for Gender,WA,172,49878,73.5,36670,36670
Calare,Female,18-19 years,NSW,32 666,1627,77.1,1255,1255
Calare,Female,20-24 years,NSW,32 666,4385,68.8,3017,3017
Calare,Female,25-29 years,NSW,32 666,4437,70,3108,3108
Calare,Female,30-34 years,NSW,32 666,4447,72.4,3218,3218
Calare,Female,35-39 years,NSW,32 666,4237,72.7,3080,3080
Calare,Female,40-44 years,NSW,32 666,4514,77.2,3485,3485
Calare,Female,45-49 years,NSW,32 666,5005,79.1,3959,3959
Calare,Female,50-54 years,NSW,32 666,4875,81.9,3991,3991
Calare,Female,55-59 years,NSW,32 666,5167,85.7,4430,4430
Calare,Female,60-64 years,NSW,32 666,4748,87,4133,4133
Calare,Female,65-69 years,NSW,32 666,4513,89.9,4059,4059
Calare,Female,70-74 years,NSW,32 666,3848,90.6,3487,3487
Calare,Female,75-79 years,NSW,32 666,2729,88.8,2422,2422
Calare,Female,80-84 years,NSW,32 666,2023,86.8,1755,1755
Calare,Female,85 years and over,NSW,32 666,2048,78.9,1615,1615
Calare,Female,Total for Gender,NSW,32 666,58603,80.2,47014,47014
Calare,Male,18-19 years,NSW,32 666,1643,70.8,1163,1163
Calare,Male,20-24 years,NSW,32 666,4398,63.1,2777,2777
Calare,Male,25-29 years,NSW,32 666,4399,62.8,2764,2764
Calare,Male,30-34 years,NSW,32 666,4328,65.5,2835,2835
Calare,Male,35-39 years,NSW,32 666,4126,67.4,2782,2782
Calare,Male,40-44 years,NSW,32 666,4327,69.1,2988,2988
Calare,Male,45-49 years,NSW,32 666,4910,73.6,3615,3615
Calare,Male,50-54 years,NSW,32 666,4753,76.9,3655,3655
Calare,Male,55-59 years,NSW,32 666,5187,81.1,4206,4206
Calare,Male,60-64 years,NSW,32 666,4596,84.1,3867,3867
Calare,Male,65-69 years,NSW,32 666,4529,87.9,3981,3981
Calare,Male,70-74 years,NSW,32 666,3792,89.1,3380,3380
Calare,Male,75-79 years,NSW,32 666,2500,88.6,2214,2214
Calare,Male,80-84 years,NSW,32 666,1579,88.5,1398,1398
Calare,Male,85 years and over,NSW,32 666,1233,82.9,1022,1022
Calare,Male,Total for Gender,NSW,32 666,56300,75.7,42647,42647
Calwell,Female,18-19 years,Vic.,175,1708,81.4,1390,1390
Calwell,Female,20-24 years,Vic.,175,5441,79,4300,4300
Calwell,Female,25-29 years,Vic.,175,4933,75.3,3713,3713
Calwell,Female,30-34 years,Vic.,175,4774,74.3,3546,3546
Calwell,Female,35-39 years,Vic.,175,4578,75.3,3445,3445
Calwell,Female,40-44 years,Vic.,175,4627,78,3609,3609
Calwell,Female,45-49 years,Vic.,175,5505,80,4403,4403
Calwell,Female,50-54 years,Vic.,175,5513,82.4,4544,4544
Calwell,Female,55-59 years,Vic.,175,5038,84.9,4278,4278
Calwell,Female,60-64 years,Vic.,175,4120,85.8,3536,3536
Calwell,Female,65-69 years,Vic.,175,3575,85.5,3055,3055
Calwell,Female,70-74 years,Vic.,175,2623,86.8,2276,2276
Calwell,Female,75-79 years,Vic.,175,1730,83.4,1442,1442
Calwell,Female,80-84 years,Vic.,175,1175,81.7,960,960
Calwell,Female,85 years and over,Vic.,175,986,72.7,717,717
Calwell,Female,Total for Gender,Vic.,175,56326,80.3,45214,45214
Calwell,Male,18-19 years,Vic.,175,1609,77.5,1247,1247
Calwell,Male,20-24 years,Vic.,175,5515,74,4081,4081
Calwell,Male,25-29 years,Vic.,175,5150,72,3708,3708
Calwell,Male,30-34 years,Vic.,175,4826,69.4,3349,3349
Calwell,Male,35-39 years,Vic.,175,4444,70.9,3150,3150
Calwell,Male,40-44 years,Vic.,175,4452,72.3,3220,3220
Calwell,Male,45-49 years,Vic.,175,5086,76.6,3895,3895
Calwell,Male,50-54 years,Vic.,175,5238,79.5,4163,4163
Calwell,Male,55-59 years,Vic.,175,4868,82.1,3998,3998
Calwell,Male,60-64 years,Vic.,175,4102,84.4,3462,3462
Calwell,Male,65-69 years,Vic.,175,3275,86,2818,2818
Calwell,Male,70-74 years,Vic.,175,2737,86.3,2361,2361
Calwell,Male,75-79 years,Vic.,175,1730,85.4,1478,1478
Calwell,Male,80-84 years,Vic.,175,1010,85,858,858
Calwell,Male,85 years and over,Vic.,175,694,80.1,556,556
Calwell,Male,Total for Gender,Vic.,175,54737,77.4,42345,42345
Canberra,Female,18-19 years,ACT,2 002,2433,86,2092,2092
Canberra,Female,20-24 years,ACT,2 002,6171,82.4,5084,5084
Canberra,Female,25-29 years,ACT,2 002,6464,82.7,5343,5343
Canberra,Female,30-34 years,ACT,2 002,6359,82.7,5260,5260
Canberra,Female,35-39 years,ACT,2 002,6134,81.3,4990,4990
Canberra,Female,40-44 years,ACT,2 002,6023,82.8,4986,4986
Canberra,Female,45-49 years,ACT,2 002,6651,84.6,5624,5624
Canberra,Female,50-54 years,ACT,2 002,6486,86.3,5597,5597
Canberra,Female,55-59 years,ACT,2 002,6437,87.8,5654,5654
Canberra,Female,60-64 years,ACT,2 002,5375,89.7,4822,4822
Canberra,Female,65-69 years,ACT,2 002,4962,91.1,4518,4518
Canberra,Female,70-74 years,ACT,2 002,3858,91.6,3535,3535
Canberra,Female,75-79 years,ACT,2 002,2630,89.7,2360,2360
Canberra,Female,80-84 years,ACT,2 002,1877,87.2,1637,1637
Canberra,Female,85 years and over,ACT,2 002,2162,77.7,1679,1679
Canberra,Female,Total for Gender,ACT,2 002,74022,85.4,63181,63181
Canberra,Male,18-19 years,ACT,2 002,2260,78.1,1764,1764
Canberra,Male,20-24 years,ACT,2 002,6471,74,4789,4789
Canberra,Male,25-29 years,ACT,2 002,6448,74.7,4817,4817
Canberra,Male,30-34 years,ACT,2 002,6509,76.4,4973,4973
Canberra,Male,35-39 years,ACT,2 002,5983,77.3,4626,4626
Canberra,Male,40-44 years,ACT,2 002,5805,76.7,4453,4453
Canberra,Male,45-49 years,ACT,2 002,6302,80.5,5074,5074
Canberra,Male,50-54 years,ACT,2 002,5902,81.8,4826,4826
Canberra,Male,55-59 years,ACT,2 002,6044,85.5,5169,5169
Canberra,Male,60-64 years,ACT,2 002,5057,86.9,4394,4394
Canberra,Male,65-69 years,ACT,2 002,4581,89.6,4104,4104
Canberra,Male,70-74 years,ACT,2 002,3502,90.7,3177,3177
Canberra,Male,75-79 years,ACT,2 002,2310,89.8,2075,2075
Canberra,Male,80-84 years,ACT,2 002,1419,89.4,1269,1269
Canberra,Male,85 years and over,ACT,2 002,1266,82.9,1049,1049
Canberra,Male,Total for Gender,ACT,2 002,69859,81,56559,56559
Canning,Female,18-19 years,WA,6 304,1315,80.1,1053,1053
Canning,Female,20-24 years,WA,6 304,3761,71.8,2702,2702
Canning,Female,25-29 years,WA,6 304,3764,71.5,2692,2692
Canning,Female,30-34 years,WA,6 304,3796,71.3,2706,2706
Canning,Female,35-39 years,WA,6 304,3601,73.3,2638,2638
Canning,Female,40-44 years,WA,6 304,3758,75.7,2844,2844
Canning,Female,45-49 years,WA,6 304,4306,78.5,3382,3382
Canning,Female,50-54 years,WA,6 304,4252,81.6,3469,3469
Canning,Female,55-59 years,WA,6 304,4640,84.9,3939,3939
Canning,Female,60-64 years,WA,6 304,4421,86.7,3831,3831
Canning,Female,65-69 years,WA,6 304,4392,88.7,3897,3897
Canning,Female,70-74 years,WA,6 304,3816,90.7,3462,3462
Canning,Female,75-79 years,WA,6 304,2698,89,2400,2400
Canning,Female,80-84 years,WA,6 304,1801,87.4,1574,1574
Canning,Female,85 years and over,WA,6 304,1505,80.1,1206,1206
Canning,Female,Total for Gender,WA,6 304,51826,80.6,41795,41795
Canning,Male,18-19 years,WA,6 304,1241,72.2,896,896
Canning,Male,20-24 years,WA,6 304,3685,63.9,2356,2356
Canning,Male,25-29 years,WA,6 304,3652,64,2339,2339
Canning,Male,30-34 years,WA,6 304,3747,65.1,2439,2439
Canning,Male,35-39 years,WA,6 304,3635,64.5,2346,2346
Canning,Male,40-44 years,WA,6 304,3669,67.3,2470,2470
Canning,Male,45-49 years,WA,6 304,4229,73,3087,3087
